id,Decision,Host_response_time,Host_is_superhost,Host_has_profile_pic,Host_identity_verified,Neighbourhood,Property_type,Room_type,Accommodates,Bathrooms_text,Bedrooms,Beds,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month
1958,1,within an hour,t,t,f,28806,Private room in residential home,Private room,2,1 private bath,1,1,5,2,0,1,$72.00 ,552,4.93,f,September
1959,1,within a day,t,t,t,28806,Tiny house,Entire home/apt,4,1 bath,1,2,5,4,0,1,$114.00 ,82,4.98,f,July
1960,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,4,2 baths,2,2,4,4,0,1,$381.00 ,50,4.94,t,August
1961,0,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,8,2.5 baths,3,3,5,5,1,1,$255.00 ,15,4.87,t,September
1962,1,within a few hours,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$278.00 ,3,5,t,September
1963,0,within an hour,f,t,f,28806,Private room in house,Private room,2,1 shared bath,2,2,5,5,1,1,$50.00 ,1,5,t,July
1964,1,within an hour,f,t,t,28801,Entire house,Entire home/apt,12,3 baths,2,6,5,5,1,1,$464.00 ,103,4.92,t,July
1965,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,10,2 baths,3,7,5,5,0,1,$170.00 ,413,4.87,t,September
1966,0,within an hour,f,t,f,28805,Entire townhouse,Entire home/apt,4,1 bath,2,2,5,5,1,1,$102.00 ,5,4.8,f,September
1967,1,within an hour,f,t,f,28801,Entire apartment,Entire home/apt,2,1 bath,1,1,2,4,0,0,$390.00 ,20,4.85,t,June
1968,1,within a day,f,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,1,5,4,1,1,$150.00 ,38,4.95,f,June
1969,0,within an hour,t,t,t,28806,Private room in house,Private room,2,1 shared bath,1,1,5,5,1,1,$38.00 ,206,4.9,t,June
1970,0,within an hour,t,t,f,28803,Entire guesthouse,Entire home/apt,2,1 bath,1,2,5,4,1,1,$72.00 ,271,4.93,t,June
1971,1,within an hour,t,t,t,28715,Entire house,Entire home/apt,6,1 bath,3,2,5,5,1,1,$252.00 ,8,4.63,t,July
1972,1,within an hour,t,t,t,28801,Entire townhouse,Entire home/apt,8,3 baths,3,4,5,5,1,1,$509.00 ,38,4.71,t,September
1973,0,within an hour,t,t,t,28801,Entire residential home,Entire home/apt,5,1 bath,2,3,5,5,1,1,$226.00 ,91,5,f,August
1974,1,within an hour,f,t,f,28804,Entire house,Entire home/apt,4,2 baths,2,3,5,5,1,1,$129.00 ,1,5,t,June
1975,0,,f,t,t,28801,Private room in residential home,Private room,3,1 private bath,2,2,5,4,1,1,$93.00 ,88,4.95,f,September
1976,1,within an hour,t,t,t,28805,Private room in house,Private room,5,1 private bath,1,1,5,2,0,1,$47.00 ,131,4.82,t,July
1977,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,4,1 bath,2,2,4,1,0,1,$263.00 ,100,4.75,t,June
1978,1,within an hour,t,t,t,28804,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,5,1,1,$89.00 ,268,4.9,t,August
1979,0,within an hour,t,t,t,28801,Entire house,Entire home/apt,2,1.5 baths,3,1,5,5,1,1,$67.00 ,6,4.83,f,June
1980,1,within an hour,t,t,t,28715,Private room in house,Private room,2,1 shared bath,1,1,5,5,1,1,$41.00 ,81,4.84,t,June
1981,1,within an hour,t,t,t,28805,Entire chalet,Entire home/apt,10,4.5 baths,3,5,4,1,0,1,$357.00 ,104,5,f,August
1982,1,within a few hours,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 bath,1,1,5,3,1,1,$236.00 ,0,,f,September
1983,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,4,0,0,1,$279.00 ,5,5,t,July
1984,1,within an hour,f,t,f,28704,Entire house,Entire home/apt,7,2 baths,3,4,5,5,1,1,$234.00 ,7,5,t,June
1985,0,within a day,f,t,f,28805,Entire house,Entire home/apt,3,1 bath,1,1,5,5,1,1,$136.00 ,0,,t,July
1986,1,,t,t,t,28806,Entire house,Entire home/apt,8,3 baths,4,4,5,5,1,1,$286.00 ,20,4.9,t,June
1987,0,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,,2,5,5,1,1,$59.00 ,165,4.92,f,August
1988,0,within a day,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,2,5,5,1,1,$63.00 ,6,5,f,July
1989,1,within an hour,f,t,t,28732,Entire house,Entire home/apt,6,1.5 baths,4,9,5,5,1,1,$125.00 ,9,4.89,t,July
1990,1,within an hour,t,t,t,28704,Entire house,Entire home/apt,10,2.5 baths,4,4,4,0,0,1,$410.00 ,6,5,f,June
1991,0,within an hour,t,t,f,28704,Entire residential home,Entire home/apt,8,2.5 baths,4,4,5,5,1,1,$270.00 ,21,4.86,f,September
1992,1,within an hour,t,t,t,28801,Private room in residential home,Private room,2,1 shared bath,1,1,4,4,1,1,$80.00 ,69,4.67,t,August
1993,0,,f,t,f,28806,Entire guest suite,Entire home/apt,3,1 bath,,2,5,0,0,1,$41.00 ,18,5,t,July
1994,0,within an hour,t,t,t,28801,Entire house,Entire home/apt,7,2.5 baths,3,4,5,5,1,1,$199.00 ,2,5,t,July
1995,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,8,2 baths,3,3,5,5,1,1,$150.00 ,20,4.95,t,September
1996,0,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,4,0,0,1,$150.00 ,1,0,t,July
1997,0,within a few hours,t,t,t,28806,Entire house,Entire home/apt,4,1 bath,2,2,5,5,0,1,$156.00 ,16,4.81,t,June
1998,1,within an hour,t,t,f,28704,Private room in cabin,Private room,2,1 private bath,1,1,5,2,1,1,$80.00 ,56,4.93,t,July
1999,0,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,1 bath,1,1,5,5,0,1,$157.00 ,218,4.96,t,September
2000,0,within a few hours,t,t,t,28801,Private room in hostel,Private room,11,2 shared baths,7,7,3,2,1,1,$145.00 ,0,,f,June
2001,0,,t,t,t,28804,Entire guest suite,Entire home/apt,3,1 bath,1,1,5,4,1,1,$232.00 ,83,4.99,f,June
2002,1,within an hour,t,t,t,28806,Entire apartment,Entire home/apt,3,1 bath,1,3,5,5,1,1,$230.00 ,21,4.95,f,July
2003,0,within an hour,t,t,t,28704,Entire house,Entire home/apt,6,2 baths,3,4,5,5,1,1,$179.00 ,61,4.93,t,July
2004,1,within an hour,f,t,t,28801,Entire guest suite,Entire home/apt,4,1 bath,2,2,4,0,0,1,$150.00 ,10,4.4,t,July
2005,0,within an hour,t,t,t,28801,Entire house,Entire home/apt,4,1 bath,2,3,5,1,0,1,$200.00 ,7,5,t,July
2006,1,within an hour,t,t,t,28806,Entire condominium,Entire home/apt,6,2 baths,2,2,5,5,1,1,$173.00 ,201,4.69,f,June
2007,1,within an hour,f,t,t,28806,Bus,Entire home/apt,2,1 bath,1,2,4,1,0,1,$92.00 ,37,4.81,t,June
2008,1,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,3,1 bath,,1,5,4,0,1,$88.00 ,412,4.75,t,September
2009,0,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,5,1,1,$90.00 ,28,4.93,f,September
2010,1,within an hour,t,t,t,28806,Entire townhouse,Entire home/apt,4,1 bath,2,2,4,0,1,1,$126.00 ,9,5,t,July
2011,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,5,1 bath,2,2,5,5,1,1,$180.00 ,221,4.84,f,September
2012,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,2 baths,2,2,5,5,1,1,$203.00 ,20,4.95,f,August
2013,1,within an hour,t,t,t,28803,Entire condominium,Entire home/apt,6,2 baths,2,3,5,5,1,1,$172.00 ,68,4.91,t,June
2014,1,within an hour,f,t,f,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,0,0,1,$144.00 ,33,4.64,t,August
2015,1,within an hour,t,t,t,28801,Private room in guest suite,Private room,4,1 shared bath,2,2,5,3,0,1,$232.00 ,31,5,f,September
2016,0,within an hour,t,t,t,28704,Entire townhouse,Entire home/apt,6,0 baths,2,2,5,5,1,1,$135.00 ,9,4.89,t,June
2017,1,within an hour,t,t,t,28801,Entire loft,Entire home/apt,4,1 bath,1,1,4,1,0,1,$207.00 ,527,4.96,t,August
2018,1,within an hour,f,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$190.00 ,18,5,t,September
2019,0,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,4,2 baths,2,2,5,5,0,1,$154.00 ,14,4.86,f,August
2020,0,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,4,1,1,$151.00 ,69,5,t,June
2021,1,within an hour,t,t,f,28704,Private room in cabin,Private room,2,1 private bath,1,1,5,2,0,1,$80.00 ,57,4.93,t,August
2022,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,16,4 baths,6,6,5,1,0,1,$513.00 ,26,4.58,t,September
2023,1,within an hour,t,t,t,28805,Entire cottage,Entire home/apt,4,2.5 baths,2,2,5,5,1,1,$280.00 ,0,,t,June
2024,1,within an hour,t,t,t,28805,Entire house,Entire home/apt,6,2 baths,3,3,5,5,1,1,$205.00 ,0,,t,June
2025,0,,t,t,t,28806,Entire residential home,Entire home/apt,14,3 baths,3,6,4,5,1,1,$366.00 ,16,4.94,f,September
2026,1,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,4,1,0,1,$211.00 ,143,4.96,f,September
2027,1,within an hour,f,t,f,28803,Entire bungalow,Entire home/apt,6,2 baths,3,4,5,2,1,1,$225.00 ,11,5,t,September
2028,1,,t,t,t,28804,Entire residential home,Entire home/apt,4,1 bath,2,2,5,5,1,1,$125.00 ,281,4.94,f,August
2029,1,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,11,3 baths,4,7,5,5,1,1,$426.00 ,19,4.95,t,September
2030,1,within an hour,f,t,t,28803,Entire house,Entire home/apt,8,2 baths,3,4,5,5,1,1,$216.00 ,3,5,f,July
2031,0,within an hour,t,t,f,28804,Entire cottage,Entire home/apt,2,1 bath,1,1,5,5,1,1,$280.00 ,195,4.99,t,August
2032,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,1,0,1,$149.00 ,4,4.75,t,June
2033,1,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,2,1 bath,1,1,4,1,0,1,$205.00 ,113,4.96,t,August
2034,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,3,1 bath,1,1,5,4,1,1,$88.00 ,38,4.76,f,July
2035,0,within an hour,t,t,t,28805,Private room in house,Private room,2,1 private bath,1,1,4,3,1,1,$41.00 ,252,4.94,f,July
2036,0,,f,t,t,28803,Private room in apartment,Private room,2,1 private bath,1,1,5,0,1,1,$150.00 ,2,5,f,June
2037,0,within a few hours,f,t,t,28801,Entire residential home,Entire home/apt,6,2 baths,3,3,5,5,1,1,$150.00 ,52,4.67,f,August
2038,0,within an hour,t,t,t,28806,Tent,Entire home/apt,2,1 bath,,1,1,0,0,1,$63.00 ,78,4.96,t,September
2039,1,within an hour,t,t,f,28803,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,3,0,1,$83.00 ,220,4.94,t,June
2040,1,within an hour,t,t,f,28803,Entire residential home,Entire home/apt,16,4 baths,4,8,5,5,1,1,$575.00 ,50,4.94,t,August
2041,0,within a few hours,f,t,t,28806,Entire house,Entire home/apt,7,2.5 baths,2,2,5,5,1,1,$134.00 ,3,5,f,July
2042,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,6,1 bath,2,2,5,4,1,1,$176.00 ,90,4.96,t,June
2043,1,within an hour,t,t,t,28704,Entire cottage,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$214.00 ,129,4.98,t,August
2044,0,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,8,2 baths,4,5,5,5,1,1,$350.00 ,16,4.94,t,August
2045,1,within an hour,t,t,t,28805,Entire house,Entire home/apt,4,1 bath,2,3,5,5,1,1,$79.00 ,110,4.93,t,July
2046,1,within an hour,t,t,t,28801,Shared room in hostel,Shared room,1,1 shared bath,1,1,5,1,0,0,$35.00 ,36,4.72,t,July
2047,1,within an hour,t,t,f,28803,Entire residential home,Entire home/apt,16,4 baths,4,8,5,5,1,1,$575.00 ,51,4.94,t,September
2048,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,4,1,1,$104.00 ,201,4.93,t,August
2049,1,within an hour,f,t,t,28801,Private room,Private room,2,1 bath,1,1,5,2,0,1,$119.00 ,15,4.27,t,June
2050,0,within an hour,t,t,t,28704,Tiny house,Entire home/apt,2,1 bath,,1,5,5,0,1,$179.00 ,61,5,t,August
2051,0,within a few hours,t,t,t,28806,Entire apartment,Entire home/apt,3,1 bath,1,1,5,4,0,1,$44.00 ,143,4.9,f,June
2052,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,4,0,1,$130.00 ,195,4.99,f,June
2053,1,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,1,1,$101.00 ,58,4.91,f,July
2054,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,4,2 baths,2,2,5,5,1,1,$145.00 ,91,5,t,September
2055,1,within an hour,t,t,t,28715,Entire residential home,Entire home/apt,4,2 baths,3,3,5,5,1,1,$190.00 ,44,4.82,f,September
2056,1,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,8,2 baths,3,6,4,1,0,1,$279.00 ,89,4.99,t,August
2057,1,within an hour,t,t,t,28806,Entire apartment,Entire home/apt,4,1 bath,,1,3,5,1,1,$163.00 ,109,4.86,f,June
2058,0,within an hour,t,t,t,28804,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,2,1,1,$88.00 ,371,4.86,t,September
2059,1,within an hour,t,t,f,28804,Yurt,Entire home/apt,2,Half-bath,,1,3,3,0,1,$70.00 ,91,4.91,t,August
2060,1,within a few hours,t,t,t,28804,Entire residential home,Entire home/apt,2,1 bath,,2,5,3,1,1,$145.00 ,205,4.97,f,September
2061,0,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,4,1 bath,2,2,5,5,1,1,$130.00 ,132,4.98,f,June
2062,1,,f,t,t,28805,Entire guest suite,Entire home/apt,3,1 bath,1,2,5,4,1,1,$78.00 ,238,4.94,t,July
2063,0,,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$130.00 ,151,4.95,t,September
2064,0,within an hour,t,t,t,28805,Entire rental unit,Entire home/apt,2,1 bath,,1,5,4,0,1,$106.00 ,471,4.89,t,September
2065,1,within an hour,t,t,t,28803,Private room in house,Private room,2,1 private bath,1,1,5,1,1,1,$46.00 ,183,4.85,f,June
2066,0,within an hour,t,t,t,28715,Entire house,Entire home/apt,12,2 baths,4,6,5,5,1,1,$211.00 ,161,4.89,t,June
2067,0,within an hour,t,t,f,28715,Entire apartment,Entire home/apt,4,2 baths,2,2,4,1,0,1,$130.00 ,3,4.33,f,July
2068,0,within a day,f,t,f,28805,Entire house,Entire home/apt,4,1 bath,2,2,4,0,0,1,$91.00 ,75,4.64,f,June
2069,1,within an hour,t,t,t,28804,Entire apartment,Entire home/apt,2,1 bath,1,1,5,3,0,1,$86.00 ,74,4.97,f,July
2070,1,within a day,f,t,t,28805,Entire house,Entire home/apt,2,1 bath,1,1,4,1,0,1,$149.00 ,8,5,f,June
2071,0,,f,t,f,28704,Entire cabin,Entire home/apt,2,1 bath,1,1,5,4,1,1,$169.00 ,1,5,t,August
2072,0,within an hour,f,t,t,28732,Entire house,Entire home/apt,16,5.5 baths,8,12,5,5,1,1,"$1,938.00 ",6,5,f,June
2073,0,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,0,5,3,0,1,$115.00 ,84,4.94,t,August
2074,1,within an hour,t,t,t,28803,Entire apartment,Entire home/apt,4,1 bath,,2,5,3,0,1,$80.00 ,83,4.92,t,July
2075,0,within an hour,f,t,t,28806,Private room in residential home,Private room,2,1 shared bath,1,1,5,5,1,1,$80.00 ,49,4.73,f,August
2076,1,within an hour,f,t,f,28801,Entire house,Entire home/apt,2,1 bath,1,1,5,2,1,1,$94.00 ,26,4.65,t,June
2077,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,3,1 bath,,2,5,3,1,1,$117.00 ,28,4.96,t,August
2078,1,within an hour,t,t,f,28804,Entire residential home,Entire home/apt,2,1 bath,1,1,5,5,1,1,$90.00 ,81,4.98,t,September
2079,0,,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$130.00 ,61,4.95,f,June
2080,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,12,2.5 baths,4,5,5,5,1,1,$336.00 ,57,4.82,t,August
2081,1,within an hour,t,t,f,28803,Private room in house,Private room,2,1 private bath,1,1,5,4,1,1,$105.00 ,16,5,f,July
2082,0,within an hour,t,t,f,28804,Entire bungalow,Entire home/apt,5,1 bath,2,2,5,5,1,1,$134.00 ,24,4.96,f,September
2083,1,within an hour,t,t,t,28715,Entire residential home,Entire home/apt,4,2 baths,3,3,5,5,1,1,$182.00 ,43,4.81,f,August
2084,0,within an hour,f,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,4,0,0,1,$100.00 ,2,5,f,July
2085,0,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,4,1 bath,2,2,5,5,1,1,$135.00 ,134,4.98,f,July
2086,1,within an hour,t,t,t,28801,Entire house,Entire home/apt,4,1 bath,1,1,5,4,1,1,$105.00 ,46,4.89,t,June
2087,1,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,2,0,1,$92.00 ,287,4.87,t,August
2088,1,within an hour,t,t,f,28715,Entire cabin,Entire home/apt,6,2 baths,3,4,5,5,1,1,$200.00 ,47,4.85,t,July
2089,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,6,2.5 baths,3,4,5,5,1,1,$164.00 ,81,4.93,t,August
2090,0,,f,t,t,28806,Tiny house,Entire home/apt,2,1 bath,,1,5,5,1,1,$100.00 ,28,4.93,f,July
2091,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$155.00 ,146,4.91,t,June
2092,0,within a day,f,t,t,28806,Tiny house,Entire home/apt,2,1 bath,,1,5,4,1,1,$79.00 ,11,5,t,September
2093,0,within an hour,f,t,t,28806,Entire house,Entire home/apt,9,2 baths,4,6,5,5,1,1,$110.00 ,3,5,f,June
2094,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,6,2 baths,3,4,5,5,0,1,$386.00 ,56,4.86,t,June
2095,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,6,1 bath,2,2,4,1,0,1,$248.00 ,337,4.92,t,July
2096,1,within an hour,f,t,t,28805,Entire house,Entire home/apt,4,2 baths,2,2,5,5,1,1,$220.00 ,4,5,t,June
2097,1,,f,t,t,28804,Entire bungalow,Entire home/apt,4,1 bath,2,2,5,5,1,1,$89.00 ,149,4.73,t,June
2098,1,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,3,1 bath,1,1,5,4,1,1,$132.00 ,189,4.91,t,August
2099,0,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,6,2 baths,3,3,5,5,1,1,$350.00 ,35,5,t,September
2100,1,within an hour,t,t,t,28806,Entire bungalow,Entire home/apt,6,1 bath,2,3,5,5,1,1,$185.00 ,226,4.89,t,August
2101,0,within a few hours,t,t,t,28803,Entire house,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$50.00 ,14,5,f,June
2102,0,within an hour,f,t,t,28803,Entire apartment,Entire home/apt,2,1 bath,1,0,3,5,1,1,$50.00 ,32,4.65,f,July
2103,1,,t,t,f,28806,Entire apartment,Entire home/apt,2,1 bath,1,0,5,3,0,1,$126.00 ,17,5,t,June
2104,1,,f,t,t,28803,Camper/RV,Entire home/apt,4,1 bath,1,2,5,4,0,1,$87.00 ,230,4.87,f,August
2105,1,within a day,f,t,t,28806,Private room in house,Private room,2,1 shared bath,1,1,5,5,1,1,$54.00 ,109,4.87,f,June
2106,0,within an hour,t,t,t,28806,Entire bungalow,Entire home/apt,3,1.5 baths,2,2,4,1,0,1,$115.00 ,68,4.94,f,July
2107,1,within an hour,t,t,t,28803,Tiny house,Entire home/apt,4,1.5 baths,1,1,5,5,1,1,$100.00 ,218,4.99,t,June
2108,1,within an hour,f,t,t,28704,Entire house,Entire home/apt,2,1 bath,1,1,4,5,1,1,$146.00 ,74,4.77,f,June
2109,1,a few days or more,f,t,f,28732,Entire residential home,Entire home/apt,4,1 bath,1,2,5,5,1,1,$101.00 ,93,4.76,f,August
2110,1,within an hour,f,t,t,28801,Private room,Private room,2,1 bath,1,1,5,2,0,1,$135.00 ,15,4.27,t,July
2111,0,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,1 bath,1,1,4,1,0,1,$168.00 ,157,4.95,t,August
2112,0,,t,t,t,28805,Private room in house,Private room,2,1 shared bath,1,1,5,5,0,1,$44.00 ,106,4.88,f,July
2113,0,within an hour,t,t,f,28704,Entire residential home,Entire home/apt,8,3.5 baths,4,4,4,5,1,1,$525.00 ,6,4.83,f,August
2114,0,,f,t,t,28803,Entire townhouse,Entire home/apt,2,1 bath,1,1,5,1,0,1,$50.00 ,6,4.67,f,September
2115,1,within an hour,t,t,t,28801,Entire house,Entire home/apt,6,1.5 baths,2,4,5,5,1,1,$182.00 ,26,4.92,t,July
2116,1,within an hour,f,t,f,28803,Private room in house,Private room,2,1 private bath,1,1,4,0,0,1,$110.00 ,4,5,t,July
2117,1,within an hour,t,t,f,28805,Entire residential home,Entire home/apt,10,2.5 baths,3,6,5,5,1,1,$290.00 ,132,4.98,f,August
2118,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,2,1 bath,1,1,5,5,1,0,$173.00 ,113,4.88,t,September
2119,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,8,2.5 baths,3,3,5,5,1,1,$349.00 ,39,4.9,f,August
2120,1,within an hour,t,t,f,28806,Entire residential home,Entire home/apt,4,2 baths,2,2,4,1,0,1,$154.00 ,104,4.92,t,September
2121,1,within an hour,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$448.00 ,0,,t,July
2122,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,4,1 bath,1,2,4,4,0,1,$224.00 ,52,4.85,t,September
2123,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,2,1 bath,1,2,5,5,0,1,$224.00 ,0,,t,June
2124,1,within a few hours,t,t,f,28806,Entire cottage,Entire home/apt,4,1 bath,2,2,5,4,0,1,$81.00 ,102,4.84,f,August
2125,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,12,3 baths,4,6,5,5,1,1,$393.00 ,24,4.96,t,July
2126,0,within an hour,t,t,t,28704,Entire cottage,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$232.00 ,122,4.98,t,June
2127,1,,f,t,f,28804,Entire rental unit,Entire home/apt,4,2 baths,2,4,5,3,0,1,$244.00 ,18,5,t,September
2128,0,,,,,28806,Room in hotel,Private room,2,1 private bath,1,1,5,3,0,0,"$1,886.00 ",0,,t,August
2129,0,within an hour,t,t,f,28806,Private room in house,Private room,2,1 private bath,1,1,4,1,0,1,$115.00 ,102,4.96,t,July
2130,0,within an hour,t,t,t,28806,Entire bungalow,Entire home/apt,2,1 bath,1,1,5,5,1,1,$278.00 ,142,4.89,t,August
2131,1,within an hour,t,t,t,28801,Private room in residential home,Private room,2,1 shared bath,1,1,4,4,1,1,$66.00 ,74,4.66,t,September
2132,1,within a few hours,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$405.00 ,1,5,t,September
2133,0,within an hour,t,t,t,28801,Entire house,Entire home/apt,4,1 bath,2,2,5,5,1,1,$160.00 ,166,4.87,f,July
2134,1,within an hour,f,t,t,28804,Entire residential home,Entire home/apt,10,3 baths,3,3,5,4,1,1,$129.00 ,4,4.5,t,September
2135,0,,t,t,t,28732,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,0,1,$33.00 ,90,4.42,f,June
2136,1,within an hour,f,t,f,28803,Entire residential home,Entire home/apt,7,2 baths,3,4,5,5,1,1,$221.00 ,13,5,t,September
2137,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,3,1,1,$90.00 ,58,4.98,f,September
2138,1,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,3,1 bath,1,1,5,5,1,1,$154.00 ,129,4.97,f,July
2139,0,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,6,2 baths,3,3,5,2,1,1,$118.00 ,41,4.98,t,August
2140,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,4,1 bath,1,1,5,3,1,1,$120.00 ,123,4.96,f,July
2141,0,within a day,f,t,t,28801,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$86.00 ,9,4.75,f,August
2142,0,,f,t,t,28803,Private room in apartment,Private room,2,1 private bath,1,1,5,0,1,1,$150.00 ,2,5,f,July
2143,0,within an hour,t,t,t,28804,Tiny house,Entire home/apt,2,1 bath,1,2,5,5,1,1,$160.00 ,115,4.98,t,July
2144,1,within an hour,t,t,t,28806,Entire cottage,Entire home/apt,4,1 bath,2,2,5,5,1,1,$105.00 ,118,4.89,t,September
2145,0,within an hour,t,t,f,28715,Private room in house,Private room,2,1 private bath,1,1,5,2,0,1,$65.00 ,62,4.95,t,June
2146,1,within an hour,t,t,t,28806,Entire guesthouse,Entire home/apt,2,1 bath,,1,5,3,1,1,$114.00 ,276,4.85,f,July
2147,0,,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$100.00 ,215,4.97,t,June
2148,1,within an hour,t,t,f,28732,Entire chalet,Entire home/apt,6,2.5 baths,3,3,5,5,1,1,$139.00 ,28,4.86,t,September
2149,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,3,1 bath,,2,5,2,0,1,$103.00 ,99,4.9,t,July
2150,1,within an hour,t,t,t,28804,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,5,1,1,$227.00 ,107,4.95,f,August
2151,1,within an hour,f,t,t,28715,Entire house,Entire home/apt,6,1 bath,2,2,5,5,1,1,$174.00 ,99,4.87,t,July
2152,1,within a few hours,t,t,t,28804,Entire guest suite,Entire home/apt,3,1 bath,1,1,5,5,1,1,$154.00 ,131,4.97,f,August
2153,1,within an hour,t,t,t,28715,Entire rental unit,Entire home/apt,3,1 bath,1,2,5,5,1,1,$90.00 ,10,4.8,t,August
2154,1,within an hour,t,t,t,28732,Entire house,Entire home/apt,2,1 bath,1,2,5,5,0,1,$84.00 ,209,4.88,t,June
2155,0,,t,t,t,28804,Entire house,Entire home/apt,4,1 bath,2,2,5,5,1,1,$125.00 ,271,4.94,f,June
2156,1,within an hour,f,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,4,1,1,$121.00 ,187,4.58,f,September
2157,1,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,4,2 baths,2,2,5,5,0,1,$154.00 ,14,4.86,f,September
2158,1,within an hour,t,t,f,28801,Entire loft,Entire home/apt,2,1 bath,1,1,5,4,0,1,$355.00 ,68,4.97,t,July
